Üniversite Adı,Ders Adı,Ders Tanımı
yıldız teknik üniversitesi,mobil uygulama geliştirme,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
hacettepe üniversitesi,nesne tabanlı yazılım geliştirme,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
sabancı üniversitesi,veri tabanı yönetim sistemleri,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
hacettepe üniversitesi,bilgisayar mühendisliğine giriş,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
dokuz eylül üniversitesi,sistem programlama,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
hacettepe üniversitesi,bilgisayar ağları,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
marmara üniversitesi,dijital oyun programlama,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
istanbul üniversitesi,veri madenciliği,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
orta doğu teknik üniversitesi,dijital oyun programlama,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
orta doğu teknik üniversitesi,genel matematik,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
istanbul teknik üniversitesi,nesne tabanlı yazılım geliştirme,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
boğaziçi üniversitesi,bilgisayar ağları,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
koç üniversitesi,internet programcılığı,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
hacettepe üniversitesi,programlama dilleri,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
istanbul teknik üniversitesi,web programlama,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
orta doğu teknik üniversitesi,makine ğrenmesi,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
yıldız teknik üniversitesi,internet programcılığı,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
orta doğu teknik üniversitesi,internet programcılığı,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
hacettepe üniversitesi,kriptografi ve veri güvenliği,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
dokuz eylül üniversitesi,mobil uygulama geliştirme,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
istanbul teknik üniversitesi,nesne tabanlı yazılım geliştirme,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
marmara üniversitesi,bilgisayar mühendisliğine giriş,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
orta doğu teknik üniversitesi,içerik yönetim sistemleri,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
istanbul teknik üniversitesi,veri bilimi,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
yıldız teknik üniversitesi,nesne tabanlı programlama,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
koç üniversitesi,yapay zeka,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
yıldız teknik üniversitesi,yapay zeka,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
boğaziçi üniversitesi,veri tabanı yönetim sistemleri,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
orta doğu teknik üniversitesi,veri madenciliği,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
istanbul üniversitesi,veri tabanı yönetim sistemleri,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
marmara üniversitesi,veri tabanı yönetim sistemleri,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
orta doğu teknik üniversitesi,nesne tabanlı yazılım geliştirme,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
boğaziçi üniversitesi,bilgisayar ağları,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
sabancı üniversitesi,nesne tabanlı programlama,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
istanbul üniversitesi,veri tabanı yönetim sistemleri,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
dokuz eylül üniversitesi,nesne tabanlı programlama,düşük seviye programlama işletim sistemi ile etkileşim dosya sistemleri ve iş parçacığı yönetimi
koç üniversitesi,veri tabanı yönetim sistemleri,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
boğaziçi üniversitesi,programlama dilleri,fonksiyonlar limit türev integral lineer cebir ve diferansiyel denklemler
marmara üniversitesi,web programlama,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
koç üniversitesi,nesne tabanlı programlama,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
yıldız teknik üniversitesi,nesne tabanlı programlama,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
koç üniversitesi,bilgisayar ağları,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
yıldız teknik üniversitesi,mobil uygulama geliştirme,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
koç üniversitesi,içerik yönetim sistemleri,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
sabancı üniversitesi,bilgisayar mühendisliğine giriş,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
istanbul teknik üniversitesi,veri tabanı yönetim sistemleri,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
dokuz eylül üniversitesi,bilgisayar mühendisliğine giriş,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
marmara üniversitesi,bilgisayar ağları,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
boğaziçi üniversitesi,veri madenciliği,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
istanbul teknik üniversitesi,veri madenciliği,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
istanbul üniversitesi,veri madenciliği,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
hacettepe üniversitesi,makine ğrenmesi,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
ankara üniversitesi,nesne tabanlı yazılım geliştirme,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
istanbul üniversitesi,mobil uygulama geliştirme,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
orta doğu teknik üniversitesi,veritabanı sistemleri,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
orta doğu teknik üniversitesi,veritabanı sistemleri,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
koç üniversitesi,nesne tabanlı programlama,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
orta doğu teknik üniversitesi,siber güvenlik,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
sabancı üniversitesi,nesne tabanlı yazılım geliştirme,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
ankara üniversitesi,web programlama,web programlama istemcisunucu yapısı html css javascript ve sunucu taraflı programlama
hacettepe üniversitesi,veri bilimi,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
istanbul üniversitesi,nesne tabanlı yazılım geliştirme,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
istanbul teknik üniversitesi,dijital oyun programlama,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
istanbul üniversitesi,mobil uygulama geliştirme,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
istanbul teknik üniversitesi,nesne tabanlı programlama,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
boğaziçi üniversitesi,siber güvenlik,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
istanbul üniversitesi,programlama dilleri,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
dokuz eylül üniversitesi,programlama dilleri,oyun geliştirme süreçleri oyun motorları grafik ve fizik motorlarının kullanımı
sabancı üniversitesi,internet programcılığı,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
koç üniversitesi,veri bilimi,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
marmara üniversitesi,bilgisayar ağları,bilgi güvenliği temelleri şifreleme ağ güvenliği tehditler ve önlemler
istanbul teknik üniversitesi,kriptografi ve veri güvenliği,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
koç üniversitesi,içerik yönetim sistemleri,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
marmara üniversitesi,programlama dilleri,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
dokuz eylül üniversitesi,veri tabanı yönetim sistemleri,android ve ios platformları için uygulama geliştirme arayüz tasarımı ve veri yönetimi
yıldız teknik üniversitesi,veri tabanı yönetim sistemleri,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
marmara üniversitesi,yapay zeka,ağ katmanları protokoller tcpip mimarisi ve güvenlik önlemleri
orta doğu teknik üniversitesi,yapay zeka,nesne yönelimli programlamaya giriş sınıflar kalıtım kapsülleme ve çok biçimlilik konuları
istanbul üniversitesi,bilgisayar ağları,java ve c dillerinde nesne tabanlı yazılım geliştirme prensipleri
koç üniversitesi,bilgisayar ağları,denetimli ve denetimsiz öğrenme algoritmaları regresyon sınıflandırma ve model değerlendirme
dokuz eylül üniversitesi,dijital oyun programlama,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
boğaziçi üniversitesi,mobil uygulama geliştirme,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
dokuz eylül üniversitesi,programlama dilleri,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
dokuz eylül üniversitesi,sistem programlama,veri analizi istatistiksel modelleme python ile veri işleme ve görselleştirme
boğaziçi üniversitesi,mobil uygulama geliştirme,veritabanı tasarımı sql sorguları veri modelleme veri güvenliği ve ilişkisel veri tabanı yönetim sistemleri
ankara üniversitesi,veri bilimi,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
yıldız teknik üniversitesi,dijital oyun programlama,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
ankara üniversitesi,internet programcılığı,akıllı sistemler karar verme mekanizmaları arama algoritmaları ve uzman sistemler
istanbul teknik üniversitesi,makine ğrenmesi,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
sabancı üniversitesi,nesne tabanlı yazılım geliştirme,temel bilgisayar donanımı ve yazılımı algoritmalar veri yapıları ve bilgisayar bilimlerinin temel ilkeleri
yıldız teknik üniversitesi,kriptografi ve veri güvenliği,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
ankara üniversitesi,veri madenciliği,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
dokuz eylül üniversitesi,programlama dilleri,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
dokuz eylül üniversitesi,veri tabanı yönetim sistemleri,cms platformları içerik üretimi yönetimi ve özelleştirme yöntemleri
yıldız teknik üniversitesi,nesne tabanlı programlama,veri tabanı mimarileri sql veritabanı güvenliği ve performans yönetimi
yıldız teknik üniversitesi,dijital oyun programlama,çeşitli programlama dillerinin yapıları sözdizimi semantik ve çevirici sistemleri
koç üniversitesi,yapay zeka,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
ankara üniversitesi,genel matematik,büyük veri kümeleri üzerinden desen ve örüntü çıkarımı sınıflandırma ve kümeleme yöntemleri
sabancı üniversitesi,içerik yönetim sistemleri,web teknolojileri istemcisunucu uygulamaları frontend ve backend programlama
dokuz eylül üniversitesi,veri bilimi,şifreleme teknikleri dijital imza güvenli iletişim yöntemleri ve ağ güvenliği
