Üniversite Adı,Ders Adı,Ders Tanımı
İstanbul Üniversitesi,Yapay Zeka,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Marmara Üniversitesi,Dijital Oyun Programlama,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Marmara Üniversitesi,Programlama Dilleri,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Sabancı Üniversitesi,Nesne Tabanlı Programlama,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Yıldız Teknik Üniversitesi,Dijital Oyun Programlama,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Yıldız Teknik Üniversitesi,Sistem Programlama,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Sabancı Üniversitesi,Web Programlama,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Sabancı Üniversitesi,Genel Matematik,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Orta Doğu Teknik Üniversitesi,Siber Güvenlik,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Ankara Üniversitesi,Nesne Tabanlı Programlama,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Yıldız Teknik Üniversitesi,Veritabanı Sistemleri,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
İstanbul Teknik Üniversitesi,Bilgisayar Ağları,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Dokuz Eylül Üniversitesi,Genel Matematik,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
İstanbul Teknik Üniversitesi,Yapay Zeka,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Orta Doğu Teknik Üniversitesi,Genel Matematik,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Dokuz Eylül Üniversitesi,Nesne Tabanlı Programlama,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
İstanbul Teknik Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Dokuz Eylül Üniversitesi,Veri Madenciliği,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Boğaziçi Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Marmara Üniversitesi,Web Programlama,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Boğaziçi Üniversitesi,İçerik Yönetim Sistemleri,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Ankara Üniversitesi,Makine Ãğrenmesi,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
İstanbul Üniversitesi,Nesne Tabanlı Programlama,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Dokuz Eylül Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Yıldız Teknik Üniversitesi,İçerik Yönetim Sistemleri,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Marmara Üniversitesi,Yapay Zeka,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
İstanbul Üniversitesi,Veritabanı Sistemleri,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Orta Doğu Teknik Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Dokuz Eylül Üniversitesi,Nesne Tabanlı Programlama,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
İstanbul Teknik Üniversitesi,Kriptografi Veri Güvenliği,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Marmara Üniversitesi,Sistem Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Sabancı Üniversitesi,Web Programlama,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Koç Üniversitesi,Bilgisayar Mühendisliğine Giriş,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Marmara Üniversitesi,Dijital Oyun Programlama,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Boğaziçi Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Koç Üniversitesi,Veritabanı Sistemleri,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
İstanbul Teknik Üniversitesi,İnternet Programcılığı,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
İstanbul Üniversitesi,Kriptografi Veri Güvenliği,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Dokuz Eylül Üniversitesi,Dijital Oyun Programlama,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Dokuz Eylül Üniversitesi,Kriptografi Veri Güvenliği,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Boğaziçi Üniversitesi,Dijital Oyun Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Üniversitesi,Sistem Programlama,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Dokuz Eylül Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Koç Üniversitesi,Programlama Dilleri,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Ankara Üniversitesi,Mobil Uygulama Geliştirme,Java C# dillerinde nesne tabanlı yazılım geliştirme prensipleri.
Orta Doğu Teknik Üniversitesi,İçerik Yönetim Sistemleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Boğaziçi Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Orta Doğu Teknik Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Ankara Üniversitesi,Web Programlama,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Koç Üniversitesi,Veri Madenciliği,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Ankara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Ankara Üniversitesi,Dijital Oyun Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Teknik Üniversitesi,Siber Güvenlik,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
İstanbul Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
Orta Doğu Teknik Üniversitesi,Nesne Tabanlı Programlama,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Orta Doğu Teknik Üniversitesi,Genel Matematik,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
Sabancı Üniversitesi,Sistem Programlama,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Hacettepe Üniversitesi,Yapay Zeka,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
İstanbul Üniversitesi,Sistem Programlama,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
İstanbul Teknik Üniversitesi,İnternet Programcılığı,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Marmara Üniversitesi,Mobil Uygulama Geliştirme,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Orta Doğu Teknik Üniversitesi,Makine Ãğrenmesi,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Yıldız Teknik Üniversitesi,Programlama Dilleri,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Marmara Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
İstanbul Teknik Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Marmara Üniversitesi,Dijital Oyun Programlama,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Hacettepe Üniversitesi,Siber Güvenlik,"Web programlama, istemci-sunucu yapısı, HTML, CSS, JavaScript sunucu taraflı programlama."
Dokuz Eylül Üniversitesi,Makine Ãğrenmesi,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Koç Üniversitesi,Kriptografi Veri Güvenliği,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Marmara Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Koç Üniversitesi,Kriptografi Veri Güvenliği,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Marmara Üniversitesi,Dijital Oyun Programlama,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Ankara Üniversitesi,Sistem Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Orta Doğu Teknik Üniversitesi,Web Programlama,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Yıldız Teknik Üniversitesi,Makine Ãğrenmesi,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
Sabancı Üniversitesi,Genel Matematik,"Veritabanı tasarımı, SQL sorguları, veri modelleme, veri güvenliği ilişkisel veri tabanı yönetim sistemleri."
Marmara Üniversitesi,Mobil Uygulama Geliştirme,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Orta Doğu Teknik Üniversitesi,Veri Bilimi,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Orta Doğu Teknik Üniversitesi,Nesne Tabanlı Programlama,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
Marmara Üniversitesi,Veri Bilimi,"Veri analizi, istatistiksel modelleme, Python veri işleme görselleştirme."
Hacettepe Üniversitesi,Genel Matematik,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Marmara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Koç Üniversitesi,Veritabanı Sistemleri,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Yıldız Teknik Üniversitesi,Kriptografi Veri Güvenliği,"Bilgi güvenliği temelleri, şifreleme, ağ güvenliği, tehditler önlemler."
İstanbul Teknik Üniversitesi,İnternet Programcılığı,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Ankara Üniversitesi,Nesne Tabanlı Programlama,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Yıldız Teknik Üniversitesi,Bilgisayar Ağları,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
İstanbul Teknik Üniversitesi,Veri Madenciliği,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
İstanbul Üniversitesi,Bilgisayar Ağları,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
İstanbul Teknik Üniversitesi,Siber Güvenlik,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Yıldız Teknik Üniversitesi,Siber Güvenlik,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Boğaziçi Üniversitesi,Kriptografi Veri Güvenliği,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
İstanbul Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
Orta Doğu Teknik Üniversitesi,Kriptografi Veri Güvenliği,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Ankara Üniversitesi,Mobil Uygulama Geliştirme,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
İstanbul Teknik Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Yıldız Teknik Üniversitesi,Web Programlama,"Ağ katmanları, protokoller, TCP/IP mimarisi güvenlik önlemleri."
Boğaziçi Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
Sabancı Üniversitesi,Veritabanı Sistemleri,"CMS platformları, içerik üretimi, yönetimi özelleştirme yöntemleri."
Ankara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Temel bilgisayar donanımı yazılımı, algoritmalar, veri yapıları bilgisayar bilimlerinin temel ilkeleri."
Ankara Üniversitesi,Bilgisayar Ağları,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Marmara Üniversitesi,Makine Ãğrenmesi,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Yıldız Teknik Üniversitesi,Programlama Dilleri,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Ankara Üniversitesi,Sistem Programlama,"Veri tabanı mimarileri, SQL, veritabanı güvenliği performans yönetimi."
İstanbul Üniversitesi,İnternet Programcılığı,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Ankara Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Akıllı sistemler, karar verme mekanizmaları, arama algoritmaları uzman sistemler."
İstanbul Teknik Üniversitesi,Makine Ãğrenmesi,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Dokuz Eylül Üniversitesi,Makine Ãğrenmesi,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Hacettepe Üniversitesi,Veri Tabanı Yönetim Sistemleri,"Android iOS platformları uygulama geliştirme, arayüz tasarımı veri yönetimi."
Sabancı Üniversitesi,Yapay Zeka,"Şifreleme teknikleri, dijital imza, güvenli iletişim yöntemleri ağ güvenliği."
İstanbul Teknik Üniversitesi,Dijital Oyun Programlama,"Büyük veri kümeleri üzerinden desen örüntü çıkarımı, sınıflandırma kümeleme yöntemleri."
Ankara Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Hacettepe Üniversitesi,Web Programlama,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
Sabancı Üniversitesi,Veritabanı Sistemleri,"Nesne yönelimli programlamaya giriş, sınıflar, kalıtım, kapsülleme biçimlilik konuları."
Boğaziçi Üniversitesi,Veri Bilimi,"Çeşitli programlama dillerinin yapıları, sözdizimi, semantik çevirici sistemleri."
Sabancı Üniversitesi,Veri Bilimi,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Marmara Üniversitesi,Genel Matematik,"Oyun geliştirme süreçleri, oyun motorları, grafik fizik motorlarının kullanımı."
Ankara Üniversitesi,Nesne Tabanlı Yazılım Geliştirme,"Web teknolojileri, istemci-sunucu uygulamaları, front-end back-end programlama."
Koç Üniversitesi,Siber Güvenlik,"Fonksiyonlar, limit, türev, integral, lineer cebir diferansiyel denklemler."
İstanbul Teknik Üniversitesi,Bilgisayar Mühendisliğine Giriş,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
İstanbul Üniversitesi,Yapay Zeka,"Düşük seviye programlama, işletim sistemi etkileşim, dosya sistemleri iş parçacığı yönetimi."
Sabancı Üniversitesi,İnternet Programcılığı,"Denetimli denetimsiz öğrenme algoritmaları, regresyon, sınıflandırma model değerlendirme."
